TimeKey	Id	BR_Code	sale
20090420	1	1	710
20090421	1	1	742
20090422	1	1	116
20090423	1	1	696
20090424	1	1	54
20090425	1	1	495
20090426	1	1	433
20090427	1	1	775
20090428	1	1	437
20090429	1	1	713
20090430	1	1	410
20090501	1	1	287
20090502	1	1	994
20090503	1	1	537
20090504	1	1	173
20090505	1	1	135
20090506	1	1	717
20090507	1	1	694
20090508	1	1	529
20090509	1	1	143
20090510	1	1	459
20090511	1	1	280
20090512	1	1	942
20090513	1	1	329
20090514	1	1	833
20090515	1	1	631
20090516	1	1	902
20090517	1	1	868
20090518	1	1	541
20090519	1	1	468
20090520	1	1	43
20090521	1	1	170
20090522	1	1	956
20090523	1	1	603
20090524	1	1	252
20090525	1	1	540
20090526	1	1	680
20090527	1	1	545
20090528	1	1	850
20090529	1	1	626
20090530	1	1	272
20090531	1	1	586
20090601	1	1	710
20090602	1	1	207
20090603	1	1	616
20090604	1	1	954
20090605	1	1	216
20090606	1	1	238
20090607	1	1	71
20090608	1	1	265
20090609	1	1	87
20090610	1	1	434
20090611	1	1	901
20090612	1	1	624
20090613	1	1	861
20090614	1	1	418
20090615	1	1	344
20090616	1	1	887
20090617	1	1	501
20090618	1	1	78
20090619	1	1	50
20090620	1	1	308
20090621	1	1	921
20090622	1	1	349
20090623	1	1	861
20090624	1	1	196
20090625	1	1	926
20090626	1	1	940
20090627	1	1	879
20090628	1	1	811
20090629	1	1	836
20090630	1	1	413
20090701	1	1	21
20090702	1	1	221
20090703	1	1	534
20090704	1	1	513
20090705	1	1	156
20090706	1	1	187
20090707	1	1	985
20090708	1	1	787
20090709	1	1	977
20090710	1	1	927
20090711	1	1	747
20090712	1	1	995
20090713	1	1	479
20090714	1	1	175
20090715	1	1	521
20090716	1	1	524
20090717	1	1	492
20090718	1	1	280
20090719	1	1	647
20090720	1	1	258
20090721	1	1	442
20090722	1	1	985
20090723	1	1	898
20090724	1	1	194
20090725	1	1	951
20090726	1	1	785
20090727	1	1	550
20090728	1	1	632
20090729	1	1	5
20090730	1	1	635
20090731	1	1	112
20090801	1	1	410
20090802	1	1	97
20090803	1	1	853
20090804	1	1	290
20090805	1	1	107
20090806	1	1	395
20090807	1	1	470
20090808	1	1	636
20090809	1	1	274
20090810	1	1	493
20090811	1	1	4
20090812	1	1	426
20090813	1	1	453
20090814	1	1	877
20090815	1	1	946
20090816	1	1	99
20090817	1	1	214
20090818	1	1	693
20090819	1	1	233
20090820	1	1	314
20090821	1	1	962
20090822	1	1	75
20090823	1	1	31
20090824	1	1	558
20090825	1	1	56
20090826	1	1	495
20090827	1	1	279
20090828	1	1	796
20090829	1	1	686
20090830	1	1	50
20090831	1	1	212
20090901	1	1	344
20090902	1	1	360
20090903	1	1	230
20090904	1	1	663
20090905	1	1	281
20090906	1	1	260
20090907	1	1	552
20090908	1	1	415
20090909	1	1	140
20090910	1	1	315
20090911	1	1	617
20090912	1	1	905
20090913	1	1	265
20090914	1	1	522
20090915	1	1	854
20090916	1	1	494
20090917	1	1	347
20090918	1	1	139
20090919	1	1	970
20090920	1	1	522
20090921	1	1	264
20090922	1	1	873
20090923	1	1	198
20090924	1	1	917
20090925	1	1	626
20090926	1	1	831
20090927	1	1	809
20090928	1	1	472
20090929	1	1	854
20090930	1	1	333
20091001	1	1	632
20091002	1	1	765
20091003	1	1	519
20091004	1	1	2
20091005	1	1	425
20091006	1	1	235
20091007	1	1	608
20091008	1	1	249
20091009	1	1	209
20091010	1	1	156
20091011	1	1	409
20091012	1	1	824
20091013	1	1	257
20091014	1	1	908
20091015	1	1	487
20091016	1	1	631
20091017	1	1	465
20091018	1	1	899
20091019	1	1	388
20091020	1	1	643
20091021	1	1	296
20091022	1	1	914
20091023	1	1	409
20091024	1	1	534
20091025	1	1	737
20091026	1	1	669
20091027	1	1	957
20091028	1	1	88
20091029	1	1	199
20091030	1	1	725
20091031	1	1	566
20091101	1	1	938
20091102	1	1	663
20091103	1	1	582
20091104	1	1	975
20091105	1	1	85
20091106	1	1	359
20091107	1	1	832
20091108	1	1	850
20091109	1	1	572
20091110	1	1	976
20091111	1	1	208
20091112	1	1	650
20091113	1	1	918
20091114	1	1	468
20091115	1	1	59
20091116	1	1	210
20091117	1	1	162
20091118	1	1	134
20091119	1	1	286
20091120	1	1	426
20091121	1	1	957
20091122	1	1	347
20091123	1	1	36
20091124	1	1	398
20091125	1	1	963
20091126	1	1	407
20091127	1	1	759
20091128	1	1	398
20091129	1	1	947
20091130	1	1	555
20091201	1	1	229
20091202	1	1	696
20091203	1	1	85
20091204	1	1	506
20091205	1	1	198
20091206	1	1	458
20091207	1	1	822
20091208	1	1	364
20091209	1	1	191
20091210	1	1	161
20091211	1	1	52
20091212	1	1	704
20091213	1	1	934
20091214	1	1	257
20091215	1	1	844
20091216	1	1	112
20091217	1	1	551
20091218	1	1	788
20091219	1	1	340
20091220	1	1	734
20091221	1	1	351
20091222	1	1	767
20091223	1	1	207
20091224	1	1	590
20091225	1	1	982
20091226	1	1	850
20091227	1	1	615
20091228	1	1	223
20091229	1	1	134
20091230	1	1	217
20091231	1	1	575
20100101	1	1	244
20100102	1	1	99
20100103	1	1	4
20100104	1	1	427
20100105	1	1	970
20100106	1	1	598
20100107	1	1	536
20100108	1	1	729
20100109	1	1	619
20100110	1	1	888
20100111	1	1	940
20100112	1	1	753
20100113	1	1	581
20100114	1	1	34
20100115	1	1	950
20100116	1	1	835
20100117	1	1	55
20100118	1	1	510
20100119	1	1	352
20100120	1	1	179
20100121	1	1	880
20100122	1	1	556
20100123	1	1	498
20100124	1	1	52
20100125	1	1	191
20100126	1	1	548
20100127	1	1	976
20100128	1	1	421
20100129	1	1	650
20100130	1	1	214
20100131	1	1	278
20100201	1	1	624
20100202	1	1	32
20100203	1	1	890
20100204	1	1	91
20100205	1	1	389
20100206	1	1	735
20100207	1	1	649
20100208	1	1	305
20100209	1	1	580
20100210	1	1	348
20100211	1	1	100
20100212	1	1	160
20100213	1	1	691
20100214	1	1	850
20100215	1	1	713
20100216	1	1	582
20100217	1	1	66
20100218	1	1	430
20100219	1	1	371
20100220	1	1	228
20100221	1	1	169
20100222	1	1	532
20100223	1	1	126
20100224	1	1	276
20100225	1	1	568
20100226	1	1	550
20100227	1	1	481
20100228	1	1	547
20100301	1	1	152
20100302	1	1	96
20100303	1	1	548
20100304	1	1	952
20100305	1	1	876
20100306	1	1	71
20100307	1	1	598
20100308	1	1	104
20100309	1	1	698
20100310	1	1	596
20100311	1	1	902
20100312	1	1	579
20100313	1	1	49
20100314	1	1	829
20100315	1	1	247
20100316	1	1	506
20100317	1	1	731
20100318	1	1	410
20100319	1	1	920
20100320	1	1	564
20100321	1	1	64
20100322	1	1	169
20100323	1	1	933
20100324	1	1	362
20100325	1	1	414
20100326	1	1	280
20100327	1	1	26
20100328	1	1	502
20100329	1	1	388
20100330	1	1	500
20100331	1	1	973
20100401	1	1	28
20100402	1	1	423
20100403	1	1	564
20100404	1	1	275
20100405	1	1	429
20100406	1	1	736
20100407	1	1	765
20100408	1	1	919
20100409	1	1	103
20100410	1	1	111
20100411	1	1	496
20100412	1	1	494
20100413	1	1	157
20100414	1	1	967
20100415	1	1	863
20100416	1	1	137
20100417	1	1	996
20100418	1	1	467
20100419	1	1	969
20100420	1	1	528
20100421	1	1	937
20100422	1	1	118
20100423	1	1	375
20100424	1	1	972
20100425	1	1	601
20100426	1	1	416
20100427	1	1	731
20100428	1	1	621
20100429	1	1	118
20100430	1	1	877
20100501	1	1	726
20100502	1	1	70
20100503	1	1	773
20100504	1	1	117
20100505	1	1	35
20100506	1	1	803
20100507	1	1	406
20100508	1	1	309
20100509	1	1	89
20100510	1	1	838
20100511	1	1	278
20100512	1	1	194
20100513	1	1	36
20100514	1	1	119
20100515	1	1	380
20100516	1	1	221
20100517	1	1	574
20100518	1	1	468
20100519	1	1	307
20100520	1	1	635
20100521	1	1	743
20100522	1	1	721
20100523	1	1	965
20100524	1	1	44
20100525	1	1	752
20100526	1	1	980
20100527	1	1	120
20100528	1	1	93
20100529	1	1	398
20100530	1	1	955
20100531	1	1	360
20100601	1	1	835
20100602	1	1	556
20100603	1	1	352
20100604	1	1	219
20100605	1	1	822
20100606	1	1	188
20100607	1	1	946
20100608	1	1	913
20100609	1	1	961
20100610	1	1	57
20100611	1	1	58
20100612	1	1	590
20100613	1	1	648
20100614	1	1	881
20100615	1	1	713
20100616	1	1	608
20100617	1	1	614
20100618	1	1	702
20100619	1	1	172
20100620	1	1	158
20100621	1	1	6
20100622	1	1	286
20100623	1	1	666
20100624	1	1	888
20100625	1	1	348
20100626	1	1	112
20100627	1	1	323
20100628	1	1	351
20100629	1	1	468
20100630	1	1	508
20100701	1	1	339
20100702	1	1	798
20100703	1	1	666
20100704	1	1	812
20100705	1	1	513
20100706	1	1	511
20100707	1	1	138
20100708	1	1	765
20100709	1	1	170
20100710	1	1	346
20100711	1	1	929
20100712	1	1	572
20100713	1	1	811
20100714	1	1	121
20100715	1	1	495
20100716	1	1	553
20100717	1	1	61
20100718	1	1	414
20100719	1	1	399
20100720	1	1	417
20100721	1	1	670
20100722	1	1	713
20100723	1	1	534
20100724	1	1	151
20100725	1	1	993
20100726	1	1	604
20100727	1	1	733
20100728	1	1	165
20100729	1	1	904
20100730	1	1	605
20100731	1	1	752
20100801	1	1	624
20100802	1	1	212
20100803	1	1	290
20100804	1	1	739
20100805	1	1	605
20100806	1	1	114
20100807	1	1	487
20100808	1	1	610
20100809	1	1	958
20100810	1	1	517
20100811	1	1	312
20100812	1	1	465
20100813	1	1	159
20100814	1	1	593
20100815	1	1	992
20100816	1	1	68
20100817	1	1	569
20100818	1	1	219
20100819	1	1	881
20100820	1	1	576
20100821	1	1	850
20100822	1	1	954
20100823	1	1	569
20100824	1	1	666
20100825	1	1	311
20100826	1	1	262
20100827	1	1	278
20100828	1	1	802
20100829	1	1	499
20100830	1	1	613
20100831	1	1	138
20100901	1	1	590
20100902	1	1	58
20100903	1	1	100
20100904	1	1	963
20100905	1	1	762
20100906	1	1	280
20100907	1	1	296
20100908	1	1	84
20100909	1	1	986
20100910	1	1	29
20100911	1	1	502
20100912	1	1	886
20100913	1	1	530
20100914	1	1	867
20100915	1	1	379
20100916	1	1	775
20100917	1	1	919
20100918	1	1	569
20100919	1	1	561
20100920	1	1	45
20100921	1	1	576
20100922	1	1	376
20100923	1	1	576
20100924	1	1	274
20100925	1	1	396
20100926	1	1	490
20100927	1	1	783
20100928	1	1	819
20100929	1	1	52
20100930	1	1	595
20101001	1	1	673
20101002	1	1	586
20101003	1	1	839
20101004	1	1	731
20101005	1	1	961
20101006	1	1	173
20101007	1	1	626
20101008	1	1	883
20101009	1	1	687
20101010	1	1	171
20101011	1	1	688
20101012	1	1	391
20101013	1	1	691
20101014	1	1	388
20101015	1	1	469
20101016	1	1	807
20101017	1	1	874
20101018	1	1	690
20101019	1	1	795
20101020	1	1	792
20101021	1	1	728
20101022	1	1	600
20101023	1	1	412
20101024	1	1	399
20101025	1	1	71
20101026	1	1	685
20101027	1	1	634
20101028	1	1	98
20101029	1	1	712
20101030	1	1	188
20101031	1	1	302
20101101	1	1	793
20101102	1	1	653
20101103	1	1	96
20101104	1	1	67
20101105	1	1	733
20101106	1	1	51
20101107	1	1	310
20101108	1	1	780
20101109	1	1	703
20101110	1	1	544
20101111	1	1	393
20101112	1	1	699
20101113	1	1	338
20101114	1	1	150
20101115	1	1	263
20101116	1	1	126
20101117	1	1	427
20101118	1	1	623
20101119	1	1	885
20101120	1	1	294
20101121	1	1	962
20101122	1	1	1
20101123	1	1	792
20101124	1	1	91
20101125	1	1	133
20101126	1	1	229
20101127	1	1	296
20101128	1	1	854
20101129	1	1	274
20101130	1	1	649
20101201	1	1	418
20101202	1	1	582
20101203	1	1	77
20101204	1	1	765
20101205	1	1	14
20101206	1	1	160
20101207	1	1	728
20101208	1	1	189
20101209	1	1	756
20101210	1	1	96
20101211	1	1	214
20101212	1	1	409
20101213	1	1	843
20101214	1	1	322
20101215	1	1	515
20101216	1	1	877
20101217	1	1	457
20101218	1	1	800
20101219	1	1	442
20101220	1	1	979
20101221	1	1	261
20101222	1	1	354
20101223	1	1	34
20101224	1	1	350
20101225	1	1	23
20101226	1	1	682
20101227	1	1	687
20101228	1	1	687
20101229	1	1	836
20101230	1	1	403
20101231	1	1	54
20110101	1	1	306
20110102	1	1	226
20110103	1	1	593
20110104	1	1	657
20110105	1	1	893
20110106	1	1	66
20110107	1	1	221
20110108	1	1	444
20110109	1	1	796
20110110	1	1	592
20110111	1	1	608
20110112	1	1	53
20110113	1	1	861
20110114	1	1	442
20110115	1	1	98
20110116	1	1	592
20110117	1	1	335
20110118	1	1	875
20110119	1	1	884
20110120	1	1	818
20110121	1	1	920
20110122	1	1	397
20110123	1	1	508
20110124	1	1	187
20110125	1	1	481
20110126	1	1	633
20110127	1	1	149
20110128	1	1	613
20110129	1	1	891
20110130	1	1	924
20110131	1	1	331
20110201	1	1	311
20110202	1	1	417
20110203	1	1	276
20110204	1	1	735
20110205	1	1	57
20110206	1	1	827
20110207	1	1	519
20110208	1	1	630
20110209	1	1	785
20110210	1	1	904
20110211	1	1	351
20110212	1	1	998
20110213	1	1	816
20110214	1	1	676
20110215	1	1	581
20110216	1	1	679
20110217	1	1	640
20110218	1	1	14
20110219	1	1	635
20110220	1	1	953
20110221	1	1	320
20110222	1	1	410
20110223	1	1	284
20110224	1	1	782
20110225	1	1	135
20110226	1	1	354
20110227	1	1	627
20110228	1	1	775
20110301	1	1	642
20110302	1	1	101
20110303	1	1	210
20110304	1	1	808
20110305	1	1	196
20110306	1	1	783
20110307	1	1	272
20110308	1	1	63
20110309	1	1	54
20110310	1	1	123
20110311	1	1	349
20110312	1	1	96
20110313	1	1	451
20110314	1	1	113
20110315	1	1	136
20110316	1	1	110
20110317	1	1	95
20110318	1	1	456
20110319	1	1	34
20110320	1	1	713
20110321	1	1	687
20110322	1	1	372
20110323	1	1	333
20110324	1	1	546
20110325	1	1	415
20110326	1	1	722
20110327	1	1	285
20110328	1	1	614
20110329	1	1	264
20110330	1	1	594
20110331	1	1	17
20110401	1	1	604
20110402	1	1	393
20110403	1	1	954
20110404	1	1	557
20110405	1	1	6
20110406	1	1	112
20110407	1	1	93
20110408	1	1	502
20110409	1	1	865
20110410	1	1	583
20110411	1	1	863
20110412	1	1	714
20110413	1	1	803
20110414	1	1	777
20110415	1	1	484
20110416	1	1	105
20110417	1	1	51
20110418	1	1	95
20110419	1	1	658
20110420	1	1	454
20110421	1	1	304
20110422	1	1	902
20110423	1	1	600
20110424	1	1	248
20110425	1	1	659
20110426	1	1	981
20110427	1	1	728
20110428	1	1	703
20110429	1	1	851
20110430	1	1	705
20110501	1	1	352
20110502	1	1	868
20110503	1	1	465
20110504	1	1	701
20110505	1	1	233
20110506	1	1	866
20110507	1	1	104
20110508	1	1	361
20110509	1	1	722
20110510	1	1	64
20110511	1	1	80
20110512	1	1	16
20110513	1	1	597
20110514	1	1	728
20110515	1	1	139
20110516	1	1	578
20110517	1	1	148
20110518	1	1	651
20110519	1	1	259
20110520	1	1	420
20110521	1	1	397
20110522	1	1	486
20110523	1	1	319
20110524	1	1	430
20110525	1	1	942
20110526	1	1	942
20110527	1	1	761
20110528	1	1	107
20110529	1	1	473
20110530	1	1	358
20110531	1	1	955
20110601	1	1	20
20110602	1	1	460
20110603	1	1	242
20110604	1	1	268
20110605	1	1	989
20110606	1	1	535
20110607	1	1	892
20110608	1	1	828
20110609	1	1	627
20110610	1	1	744
20110611	1	1	118
20110612	1	1	354
20110613	1	1	297
20110614	1	1	966
20110615	1	1	89
20110616	1	1	125
20110617	1	1	369
20110618	1	1	596
20110619	1	1	903
20110620	1	1	26
20110621	1	1	124
20110622	1	1	458
20110623	1	1	737
20110624	1	1	534
20110625	1	1	591
20110626	1	1	941
20110627	1	1	478
20110628	1	1	58
20110629	1	1	561
20110630	1	1	1
20110701	1	1	22
20110702	1	1	444
20110703	1	1	689
20110704	1	1	10
20110705	1	1	852
20110706	1	1	893
20110707	1	1	75
20110708	1	1	216
20110709	1	1	693
20110710	1	1	548
20110711	1	1	228
20110712	1	1	325
20110713	1	1	384
20110714	1	1	825
20110715	1	1	818
20110716	1	1	160
20110717	1	1	795
20110718	1	1	998
20110719	1	1	473
20110720	1	1	425
20110721	1	1	119
20110722	1	1	187
20110723	1	1	398
20110724	1	1	895
20110725	1	1	845
20110726	1	1	693
20110727	1	1	242
20110728	1	1	253
20110729	1	1	564
20110730	1	1	30
20110731	1	1	220
20110801	1	1	889
20110802	1	1	503
20110803	1	1	708
20110804	1	1	584
20110805	1	1	792
20110806	1	1	38
20110807	1	1	836
20110808	1	1	148
20110809	1	1	266
20110810	1	1	231
20110811	1	1	221
20110812	1	1	222
20110813	1	1	828
20110814	1	1	359
20110815	1	1	984
20110816	1	1	449
20110817	1	1	66
20110818	1	1	657
20110819	1	1	963
20110820	1	1	657
20110821	1	1	242
20110822	1	1	433
20110823	1	1	135
20110824	1	1	15
20110825	1	1	364
20110826	1	1	643
20110827	1	1	741
20110828	1	1	513
20110829	1	1	616
20110830	1	1	654
20110831	1	1	410
20110901	1	1	373
20110902	1	1	623
20110903	1	1	577
20110904	1	1	102
20110905	1	1	490
20110906	1	1	995
20110907	1	1	92
20110908	1	1	878
20110909	1	1	507
20110910	1	1	989
20110911	1	1	938
20110912	1	1	40
20110913	1	1	796
20110914	1	1	139
20110915	1	1	243
20110916	1	1	859
20110917	1	1	912
20110918	1	1	296
20110919	1	1	538
20110920	1	1	788
20110921	1	1	661
20110922	1	1	54
20110923	1	1	785
20110924	1	1	950
20110925	1	1	403
20110926	1	1	293
20110927	1	1	70
20110928	1	1	154
20110929	1	1	382
20110930	1	1	621
20111001	1	1	33
20111002	1	1	228
20111003	1	1	500
20111004	1	1	635
20111005	1	1	325
20111006	1	1	949
20111007	1	1	151
20111008	1	1	868
20111009	1	1	462
20111010	1	1	667
20111011	1	1	158
20111012	1	1	169
20111013	1	1	31
20111014	1	1	746
20111015	1	1	831
20111016	1	1	652
20111017	1	1	540
20111018	1	1	514
20111019	1	1	349
20111020	1	1	113
20111021	1	1	309
20111022	1	1	695
20111023	1	1	163
20111024	1	1	913
20111025	1	1	411
20111026	1	1	989
20111027	1	1	209
20111028	1	1	216
20111029	1	1	750
20111030	1	1	165
20111031	1	1	770
20111101	1	1	715
20111102	1	1	859
20111103	1	1	740
20111104	1	1	977
20111105	1	1	165
20111106	1	1	313
20111107	1	1	76
20111108	1	1	966
20111109	1	1	978
20111110	1	1	345
20111111	1	1	418
20111112	1	1	771
20111113	1	1	679
20111114	1	1	959
20111115	1	1	72
20111116	1	1	109
20111117	1	1	363
20111118	1	1	829
20111119	1	1	193
20111120	1	1	650
20111121	1	1	17
20111122	1	1	348
20111123	1	1	387
20111124	1	1	201
20111125	1	1	368
20111126	1	1	212
20111127	1	1	495
20111128	1	1	706
20111129	1	1	588
20111130	1	1	718
20111201	1	1	98
20111202	1	1	180
20111203	1	1	309
20111204	1	1	364
20111205	1	1	954
20111206	1	1	824
20111207	1	1	732
20111208	1	1	906
20111209	1	1	520
20111210	1	1	759
20111211	1	1	388
20111212	1	1	142
20111213	1	1	26
20111214	1	1	351
20111215	1	1	826
20111216	1	1	509
20111217	1	1	632
20111218	1	1	63
20111219	1	1	907
20111220	1	1	864
20111221	1	1	428
20111222	1	1	164
20111223	1	1	204
20111224	1	1	594
20111225	1	1	382
20111226	1	1	871
20111227	1	1	535
20111228	1	1	583
20111229	1	1	559
20111230	1	1	506
20111231	1	1	53
20120101	1	1	109
20120102	1	1	325
20120103	1	1	948
20120104	1	1	555
20120105	1	1	815
20120106	1	1	58
20120107	1	1	271
20120108	1	1	375
20120109	1	1	545
20120110	1	1	643
20120111	1	1	972
20120112	1	1	137
20120113	1	1	89
20120114	1	1	884
20120115	1	1	383
20120116	1	1	33
20120117	1	1	34
20120118	1	1	83
20120119	1	1	852
20120120	1	1	110
20120121	1	1	866
20120122	1	1	695
20120123	1	1	812
20120124	1	1	257
20120125	1	1	343
20120126	1	1	6
20120127	1	1	240
20120128	1	1	844
20120129	1	1	372
20120130	1	1	982
20120131	1	1	230
20120201	1	1	34
20120202	1	1	469
20120203	1	1	923
20120204	1	1	385
20120205	1	1	839
20120206	1	1	666
20120207	1	1	838
20120208	1	1	257
20120209	1	1	29
20120210	1	1	709
20120211	1	1	486
20120212	1	1	781
20120213	1	1	63
20120214	1	1	164
20120215	1	1	910
20120216	1	1	228
20120217	1	1	487
20120218	1	1	915
20120219	1	1	926
20120220	1	1	537
20120221	1	1	449
20120222	1	1	672
20120223	1	1	382
20120224	1	1	744
20120225	1	1	555
20120226	1	1	827
20120227	1	1	148
20120228	1	1	337
20120229	1	1	840
20120301	1	1	406
20120302	1	1	877
20120303	1	1	671
20120304	1	1	491
20120305	1	1	779
20120306	1	1	967
20120307	1	1	708
20120308	1	1	487
20120309	1	1	604
20120310	1	1	462
20120311	1	1	361
20120312	1	1	245
20120313	1	1	523
20120314	1	1	18
20120315	1	1	634
20120316	1	1	50
20120317	1	1	59
20120318	1	1	729
20120319	1	1	295
20120320	1	1	670
20120321	1	1	409
20120322	1	1	167
20120323	1	1	956
20120324	1	1	528
20120325	1	1	785
20120326	1	1	584
20120327	1	1	370
20120328	1	1	881
20120329	1	1	551
20120330	1	1	345
20120331	1	1	812
20120401	1	1	870
20120402	1	1	558
20120403	1	1	429
20120404	1	1	339
20120405	1	1	754
20120406	1	1	477
20120407	1	1	441
20120408	1	1	163
20120409	1	1	366
20120410	1	1	818
20120411	1	1	564
20120412	1	1	651
20120413	1	1	831
20120414	1	1	846
20120415	1	1	493
20120416	1	1	34
20120417	1	1	182
20120418	1	1	807
20120419	1	1	671
20120420	1	1	811
20120421	1	1	460
20120422	1	1	680
20120423	1	1	344
20120424	1	1	89
20120425	1	1	171
20120426	1	1	693
20120427	1	1	315
20120428	1	1	903
20120429	1	1	424
20120430	1	1	279
20120501	1	1	60
20120502	1	1	923
20120503	1	1	861
20120504	1	1	999
20120505	1	1	536
20120506	1	1	667
20120507	1	1	98
20120508	1	1	731
20120509	1	1	821
20120510	1	1	411
20120511	1	1	883
20120512	1	1	919
20120513	1	1	409
20120514	1	1	468
20120515	1	1	288
20120516	1	1	403
20120517	1	1	908
20120518	1	1	90
20120519	1	1	466
20120520	1	1	169
20120521	1	1	388
20120522	1	1	581
20120523	1	1	944
20120524	1	1	444
20120525	1	1	983
20120526	1	1	556
20120527	1	1	511
20120528	1	1	762
20120529	1	1	177
20120530	1	1	162
20120531	1	1	802
20120601	1	1	883
20120602	1	1	634
20120603	1	1	868
20120604	1	1	481
20120605	1	1	215
20120606	1	1	821
20120607	1	1	12
20120608	1	1	631
20120609	1	1	923
20120610	1	1	822
20120611	1	1	997
20120612	1	1	296
20120613	1	1	788
20120614	1	1	410
20120615	1	1	714
20120616	1	1	539
20120617	1	1	986
20120618	1	1	946
20120619	1	1	90
20120620	1	1	577
20120621	1	1	534
20120622	1	1	725
20120623	1	1	926
20120624	1	1	16
20120625	1	1	33
20120626	1	1	520
20120627	1	1	274
20120628	1	1	749
20120629	1	1	502
20120630	1	1	669
20120701	1	1	345
20120702	1	1	675
20120703	1	1	688
20120704	1	1	509
20120705	1	1	584
20120706	1	1	870
20120707	1	1	982
20120708	1	1	550
20120709	1	1	680
20120710	1	1	547
20120711	1	1	613
20120712	1	1	449
20120713	1	1	491
20120714	1	1	305
20120715	1	1	857
20120716	1	1	945
20120717	1	1	650
20120718	1	1	510
20120719	1	1	785
20120720	1	1	10
20120721	1	1	388
20120722	1	1	503
20120723	1	1	397
20120724	1	1	704
20120725	1	1	307
20120726	1	1	508
20120727	1	1	316
20120728	1	1	346
20120729	1	1	121
20120730	1	1	52
20120731	1	1	113
20120801	1	1	988
20120802	1	1	476
20120803	1	1	631
20120804	1	1	999
20120805	1	1	768
20120806	1	1	279
20120807	1	1	501
20120808	1	1	200
20120809	1	1	58
20120810	1	1	223
20120811	1	1	682
20120812	1	1	596
20120813	1	1	28
20120814	1	1	362
20120815	1	1	737
20120816	1	1	755
20120817	1	1	538
20120818	1	1	111
20120819	1	1	916
20120820	1	1	357
20120821	1	1	970
20120822	1	1	644
20120823	1	1	616
20120824	1	1	605
20120825	1	1	961
20120826	1	1	988
20120827	1	1	959
20120828	1	1	207
20120829	1	1	86
20120830	1	1	431
20120831	1	1	231
20120901	1	1	277
20120902	1	1	22
20120903	1	1	207
20120904	1	1	200
20120905	1	1	708
20120906	1	1	30
20120907	1	1	783
20120908	1	1	851
20120909	1	1	645
20120910	1	1	237
20120911	1	1	893
20120912	1	1	864
20120913	1	1	150
20120914	1	1	268
20120915	1	1	806
20120916	1	1	692
20120917	1	1	389
20120918	1	1	925
20120919	1	1	76
20120920	1	1	612
20120921	1	1	267
